Item Name,Item ID,Display Name,Case UPC Code,Pallet Qty,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Maximum of Committed,Sum of On Hold,Sum of Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average
ORAAV81ER-CA,7056,OraSi Rice Beverage No Added Sugar 12x1L,8003180046976,65,OraSi,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV83CK-CA,7060,OraSi Almond Beverage Sugar Free 12x1L,8003180047010,65,OraSi,- None -,- None -,- None -,3,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV83DE-CA,7059,OraSi Almond Beverage Bold 12x1L,8003180048949,65,OraSi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV84AJ-CA,7061,OraSi Hazelnut Beverage 12x1L,8003180047058,65,OraSi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV87AO-CA,7057,OraSi Oat Beverage No Added Sugar 12x1L,8003180047034,65,OraSi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV87CF-CA,7058,OraSi Oat Beverage Sugar Free 12x1L,8003180048130,65,OraSi,- None -,- None -,- None -,,,,,,,,65,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV88AN-CA,7062,OraSi Barista Soy Beverage 12x1L,8003180047782,65,OraSi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV88FV-CA,7063,OraSi Barista Almond Beverage 12x1L,8003180047829,65,OraSi,- None -,- None -,- None -,,,,,,,,88,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV88HT-CA,7064,OraSi Barista Coconut Beverage 12x1L,8003180047843,65,OraSi,- None -,- None -,- None -,33,,,,,,,65,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV88IW-CA,7066,OraSi Barista Oat Beverage 12x1L,8003180047805,65,OraSi,- None -,- None -,- None -,,,,,,,,260,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
ORAAV88JK-CA,7065,OraSi Barista Hazelnut Beverage 12x1L,8003180047867,65,OraSi,- None -,- None -,- None -,1,,,,,,,65,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAB001-CA,4035,Vita Sana Organic Chickpea Fusilli 6x225g,779921017137,162,GoviFarm,- None -,- None -,- None -,7,,,,,1512,,1512,- None -,864,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAB002-CA,4036,Vita Sana Organic Red Lentil Penne 6x225g,779921017052,162,GoviFarm,- None -,- None -,- None -,2,,,,,648,,648,- None -,648,4/8/2026,28,.93,0,- None -,- None -,0,0,0,0,0
PAB003-CA,4037,Vita Sana Organic Yellow Lentil Casarecce 6x225g,779921017090,162,GoviFarm,- None -,- None -,- None -,15,,,,,648,,648,- None -,648,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAB015-CA,6899,La Molisana Lupini Spaghetti 12x400g,8004690486160,95,L.M._Pasta Speciali,- None -,- None -,- None -,16,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAB020-CA,6897,La Molisana Lupini Penne Rigate 12x400g,8004690480205,50,L.M._Pasta Speciali,- None -,- None -,- None -,31,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAB028-CA,6898,La Molisana Lupini Fusilli 12x400g,8004690480281,50,L.M._Pasta Speciali,- None -,- None -,- None -,60,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PACM001-CA,3896,Vita Sana Pasta Orecchiette 12x450g,779921600100,96,Dibenedetto,- None -,- None -,- None -,,,,,,411,,450,- None -,411,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM001DR-CA,6144,David Rocco Pasta Orecchiette 12x400g,- None -,60,Dibenedetto,- None -,- None -,- None -,6.5,,,,,149,,149,- None -,148,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM002-CA,3890,Vita Sana Pasta Cavatelli 12x450g,- None -,120,Dibenedetto,- None -,- None -,- None -,,,,,,315,,315,- None -,315,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM003-CA,3894,Vita Sana Pasta Fusilli 12x450g,- None -,96,Dibenedetto,- None -,- None -,- None -,12,,,,,126,,126,- None -,126,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM003DR-CA,6145,David Rocco Pasta Fusilli 12x400g,- None -,60,Dibenedetto,- None -,- None -,- None -,,,,,,100,,100,- None -,100,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM004-CA,3897,Vita Sana Pasta Strozzapreti 12x450g,779921600933,96,Dibenedetto,- None -,- None -,- None -,6,,,,,127,,127,- None -,126,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM004A-CA,3898,Vita Sana Pasta Strozzapreti Tricolore 12x450g,779921600513,96,Dibenedetto,- None -,- None -,- None -,3,,,,,106,,106,- None -,105,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM004DR-CA,6146,David Rocco Pasta Strozzapreti 12x400g,- None -,60,Dibenedetto,- None -,- None -,- None -,2,,,,,100,,100,- None -,100,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM005-CA,3891,Vita Sana Pasta Cavatoni 12x450g,- None -,96,Dibenedetto,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PACM006-CA,3895,Vita Sana Pasta Maccheroni 12x450g,- None -,72,Dibenedetto,- None -,- None -,- None -,,,,,,324,,324,- None -,324,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM008-CA,3892,Vita Sana Pasta Foglie And Spinaci 12x450g,779921600124,96,Dibenedetto,- None -,- None -,- None -,,,,,,,,50,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PACM013A-CA,3893,Vita Sana Pasta Fregola Sarda 12x500g,- None -,84,Cagliaritani,- None -,- None -,- None -,1,,,,,384,,384,- None -,384,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PACM014-CA,3899,Vita Sana Pasta Trofie 12x450g,- None -,60,Dibenedetto,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAG020-GF-CA,6191,La Molisana Gluten Free Penne Ziti Rigate#20 14x400g,8004690470039,60,L.M._Pasta Gluten free,- None -,- None -,- None -,2,,,,,,,140,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAG028-GF-CA,6192,La Molisana Gluten Free Fusilli #28 14x400g,8004690470046,50,L.M._Pasta Gluten free,- None -,- None -,- None -,2,,,,,399,,400,- None -,200,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PALAT071-CA,3990,La Molisana Rotelle #71 24x500g,8004690057100,45,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,307,,312,- None -,100,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PALAT077-CA,4011,La Molisana Mafalda Corta #77 24x500g,8004690057704,32,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,450,,450,- None -,300,3/22/2026,11,.37,0,- None -,- None -,0,0,0,0,0
PALAT58-DR-CA,6843,La Molisana Mista Grano Ita #58 24x500g,8004690055823,40,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR002-DR-CA,3998,La Molisana Fettucce Ricce #2 12x450g,8004690100202,48,L.M._Pasta Speciali,- None -,- None -,- None -,45,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR002-DR18-CA,6951,La Molisana Fettuccia Riccia #2 18x500g,- None -,100,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,215,,489,- None -,189,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAR003-DR-CA,4002,La Molisana Tripolina Lunga #3 12x450g,779921000030,48,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR003-DR18-CA,7275,La Molisana Mezze Fettuccia Riccia #3 18x500g,- None -,100,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,81,,81,- None -,81,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAR100-12-500-CA,7296,La Molisana Nidi '0' Capelli Angelo #100 12x500g,- None -,40,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,54,,54,- None -,54,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAR100-12-CA,4000,La Molisana Nidi '0' Capelli Angelo #100 12x450g,779921001006,40,L.M._Pasta Speciali,- None -,- None -,- None -,60,,,,,331,,1000,- None -,331,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
PAR103-12-500-CA,7311,La Molisana Nidi '3' Tagliatelle #103 12x500g,- None -,40,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR103-12-CA,4001,La Molisana Nidi '3' Tagliatelle #103 12x450g,779921001037,40,L.M._Pasta Speciali,- None -,- None -,- None -,1,,,,,,,40,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR108-DR-CA,4008,La Molisana Fusilli Corti Bucati #108 12x450g,779921011081,90,L.M._Pasta Speciali,- None -,- None -,- None -,30,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR60A-DR-500-CA,7312,La Molisana Anelli Siciliani #60A 12x500g,- None -,98,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,,,150,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAR60A-DR-CA,4004,La Molisana Anelli Siciliani #60A 12x450g,779921001600,98,L.M._Pasta Speciali,- None -,- None -,- None -,19,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PASPT01-CA,4032,Vita Sana Spelt Penne 12x450g,779921015034,60,Andalini,- None -,- None -,- None -,6,,,,,,,250,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PASPT02-CA,4031,Vita Sana Spelt Fusilli 12x450g,779921015065,60,Andalini,- None -,- None -,- None -,67,,,,,100,,350,- None -,100,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
PASPT03-CA,4034,Vita Sana Spelt Tortiglioni (Elicoidali) 12x450g,779921015096,60,Andalini,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PASPT04-CA,4033,Vita Sana Spelt Spaghetti 12x450g,779921015041,162,Andalini,- None -,- None -,- None -,24,,,,,230,,230,- None -,230,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
PASPT06-CA,4029,Vita Sana Spelt Cavatappi #70 12x450g,- None -,60,Andalini,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT001-DR18-CA,3994,La Molisana Spaghetto Quadrato #1 18x450g,- None -,112,L.M._Pasta Traditional,- None -,- None -,- None -,14,,,,,51,,1330,- None -,51,3/22/2026,11,.37,0,- None -,- None -,0,0,0,0,0
PAT006-DR18-CA,3978,La Molisana Linguine #6 18x450g,779921000061,112,L.M._Pasta Traditional,- None -,- None -,- None -,21,,,,,43,,2500,- None -,43,3/22/2026,11,.37,0,- None -,- None -,0,0,0,0,0
PAT012-DR18-CA,3969,La Molisana Bucatini #12 18x450g,779921000122,92,L.M._Pasta Traditional,- None -,- None -,- None -,17,,,,,1034,,1034,- None -,390,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAT015-DR18-CA,3992,La Molisana Spaghetti #15 18x450g,779921000153,112,L.M._Pasta Traditional,- None -,- None -,- None -,402,,,,,5845,,6277,- None -,560,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT015-GLUTEN-CA,4040,La Molisana Gluten Free Spaghetti #15 12x400g,8004690470022,205,L.M._Pasta Gluten free,- None -,- None -,- None -,3,,,,,,,250,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT015-ORG-CA,4028,La Molisana Organic Spaghetti #15 18x500g,8004690420157,84,L.M._Pasta Organic,- None -,- None -,- None -,,,,,,84,,84,- None -,84,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT016-DR18-CA,3993,La Molisana Spaghettini #16 18x450g,779921000160,112,L.M._Pasta Traditional,- None -,- None -,- None -,21,,,,,,,1000,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT016-FS-CA,3536,La Molisana Spaghetti Bulk #16 2x10lb (Box),779921090161,96,L.M._Pasta Bulk,- None -,- None -,- None -,,,,,,96,,363,- None -,36,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT017-DR18-CA,3970,La Molisana Capellini #17 18x450g,779921000177,112,L.M._Pasta Traditional,- None -,- None -,- None -,18,,,,,886,,886,- None -,885,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAT018-DR-CA,3984,La Molisana Penne Ziti Lisce #18 12x450g,779921000184,90,L.M._Pasta Traditional,- None -,- None -,- None -,14,,,,,2909,,4099,- None -,1140,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT020-DR-CA,3985,La Molisana Penne Ziti Rigate #20 12x450g,779921000207,90,L.M._Pasta Traditional,- None -,- None -,- None -,18,,,,,4483,,12065,- None -,700,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT020-ORG-CA,4027,La Molisana Organic Penne #20 10x500g,8004690420201,60,L.M._Pasta Organic,- None -,- None -,- None -,56,,,,,,,100,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT021-DR-CA,3987,La Molisana Pennoni Rigati #21 12x450g,779921000214,48,L.M._Pasta Traditional,- None -,- None -,- None -,13,,,,,1355,,3584,- None -,923,3/22/2026,11,.37,0,- None -,- None -,0,0,0,0,0
PAT021A-DR-CA,3986,La Molisana Pennoni Lisci #21A 12x450g,779921001211,48,L.M._Pasta Traditional,- None -,- None -,- None -,11,,,,,960,,1960,- None -,960,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAT022-DR-CA,3983,La Molisana Penne Mezzi Ziti #22 12x450g,779921000221,84,L.M._Pasta Traditional,- None -,- None -,- None -,150,,,,,1229,,1980,- None -,980,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT022-FS-CA,3531,La Molisana Penette Bulk Rigate 4x3Kg,779921090222,54,L.M._Pasta Bulk,- None -,- None -,- None -,1,,,,,264,,272,- None -,8,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT022A-DR-CA,3982,La Molisana Penne Mezze Ziti Rigate #22A 12x450g,779921001228,84,L.M._Pasta Traditional,- None -,- None -,- None -,10,,,,,588,,588,- None -,588,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT025-DR-CA,3968,La Molisana Abissine Rigate #25 12x450g,779921000252,90,L.M._Pasta Traditional,- None -,- None -,- None -,6,,,,,1,,51,- None -,318,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT028-DR-CA,3977,La Molisana Fusilli #28 12x450g,779921000283,90,L.M._Pasta Traditional,- None -,- None -,- None -,14,,,,,5009,,14113,- None -,1226,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
PAT028-FS-CA,3520,La Molisana Fusilli Bulk #28 2x10lb (Box),- None -,56,L.M._Pasta Bulk,- None -,- None -,- None -,,,,,,,,360,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT028-ORG-CA,4025,La Molisana Organic Fusilli #28 10x500g,8004690420287,60,L.M._Pasta Organic,- None -,- None -,- None -,71,,,,,,,100,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT030-FS-CA,3529,La Molisana Orecchiette Bulk #30 2x10lb (Box),37212509168,64,L.M._Pasta Bulk,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT031-DR-CA,3989,La Molisana Rigatoni #31 12x450g,779921000313,64,L.M._Pasta Traditional,- None -,- None -,- None -,30,,,,,2064,,6206,- None -,1488,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT032-DR-CA,3980,La Molisana Mezzi Rigatoni #32 12x450g,779921000320,64,L.M._Pasta Traditional,- None -,- None -,- None -,16,,,,,,,300,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT034-DR-CA,3972,La Molisana Cavatappi #34 12x450g,- None -,90,L.M._Pasta Traditional,- None -,- None -,- None -,3,,,,,1740,,2150,- None -,600,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
PAT037-DR-CA,3975,La Molisana Elicoidali #37 12x450g,779921000375,56,L.M._Pasta Traditional,- None -,- None -,- None -,17,,,,,1232,,1896,- None -,896,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT045-DR-CA,3973,La Molisana Ditali #45 12x450g,779921000450,84,L.M._Pasta Traditional,- None -,- None -,- None -,15,,,,,1111,,2111,- None -,111,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT048-500-DR-CA,7297,La Molisana Tubetti #48 24x500g,- None -,,L.M._Pasta Traditional,- None -,- None -,- None -,,,,,,128,,128,- None -,128,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
PAT048-DR-CA,3997,La Molisana Tubetti #48 12x450g,- None -,98,L.M._Pasta Traditional,- None -,- None -,- None -,,,,,,,,1744,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT054-ORG-CA,4026,La Molisana Organic Lumache Rigate # 54 10x500g,8004690420546,60,L.M._Pasta Organic,- None -,- None -,- None -,44,,,,,60,,240,- None -,60,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT058A-DR-CA,3971,La Molisana Capellini Spezzati #58 12x450g,779921001587,98,L.M._Pasta Traditional,- None -,- None -,- None -,25,,,,,7350,,8394,- None -,2000,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT059-DR-CA,3995,La Molisana Stelline #59 12x450g,779921000597,120,L.M._Pasta Traditional,- None -,- None -,- None -,23,,,,,1763,,2063,- None -,563,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT061-DR-CA,3991,La Molisana Semi Di Melone #61 12x450g,779921000610,120,L.M._Pasta Traditional,- None -,- None -,- None -,300,,,,,,,1564,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT064-DR-CA,3988,La Molisana Peperini #64 12x450g,779921000641,120,L.M._Pasta Traditional,- None -,- None -,- None -,500,,,,,,,2300,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT065-DR-CA,3981,La Molisana Orzo #65 12x450g,779921000658,120,L.M._Pasta Traditional,- None -,- None -,- None -,11,,,,,,,240,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PAT066-DR-CA,3976,La Molisana Farfalle 'Bow Ties' #66 12x450g,779921000665,72,L.M._Pasta Traditional,- None -,- None -,- None -,21,,,,,1838,,4838,- None -,1838,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PAT066-FS-CA,3518,La Molisana Farfalle Bulk #66 2x10lb (Box),779921090666,56,L.M._Pasta Bulk,- None -,- None -,- None -,,,,,,105,,410,- None -,100,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PAT068-DR-CA,3996,La Molisana Tripoline #68 12x450g,779921000689,90,L.M._Pasta Traditional,- None -,- None -,- None -,8,,,,,960,,1960,- None -,960,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PAT070-DR-CA,3974,La Molisana Elbows #70 12x450g,779921000702,98,L.M._Pasta Traditional,- None -,- None -,- None -,210,,,,,2450,,5896,- None -,950,4/12/2026,32,1.07,0,- None -,- None -,0,0,0,0,0
PAT341-FS-CA,3515,La Molisana Cavatappi Bulk #341 2x10lb (Box),- None -,56,L.M._Pasta Bulk,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PATGI061-IT,7226,La Molisana Grano Italiano Semi Di Melone #61 24x500g,8.00E+12,42,L.M._Pasta Grano Italiano,- None -,- None -,- None -,,,,,,168,,168,- None -,168,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
PATGI108-IT,7225,La Molisana Grano Italiano Fusilli Corti Bucati #108 24x500g,8.00E+12,28,L.M._Pasta Speciali,- None -,- None -,- None -,,,,,,144,,442,- None -,34,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PATW015-DR-CA,4017,La Molisana Whole Wheat Spaghetti #15 18x500g,8004690611500,84,L.M._Pasta Whole Wheat,- None -,- None -,- None -,,,,,,84,,100,- None -,84,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
PATW020-DR-CA,4016,La Molisana Whole Wheat Penne Ziti Rigate #20 12x500g,- None -,70,L.M._Pasta Whole Wheat,- None -,- None -,- None -,4,,,,,100,,100,- None -,100,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
PATW028-DR-CA,4015,La Molisana Whole Wheat Fusilli #28 12x500g,8004690612804,63,L.M._Pasta Whole Wheat,- None -,- None -,- None -,,,,,,180,,195,- None -,45,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PATW066-DR-CA,4014,La Molisana Whole Wheat Farfalle #66 12x500g,8004690616604,63,L.M._Pasta Whole Wheat,- None -,- None -,- None -,,,,,,108,,108,- None -,108,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PFLOUR02-CA,3870,Vita Sana Enriched 00 Soft Wheat Flour 10x1Kg (Bag),779921020014,63,Agugiaro & Figna_Flour,- None -,- None -,- None -,9,,,,,2019,,4312,- None -,630,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
PFLOUR04A-CA,3535,La Molisana Semola Flour Di Grano #601 12x1Kg,8004690258316,45,L.M._Flour,- None -,- None -,- None -,53,,,,,1170,,2185,- None -,585,2/20/2026,-19,-.63,0,- None -,- None -,0,0,0,0,0
PFLOUR05-CA,3533,La Molisana Pizza Semola Flour Di Grano Duro #603 12x1Kg,8004690278246,45,L.M._Flour,- None -,- None -,- None -,3,,,,,,,250,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PFLOURFB-CA,3439,Farm Boy 00 Soft Wheat Flour 10x1Kg (Bag),- None -,63,Agugiaro & Figna_PL Farm Boy,- None -,- None -,- None -,,,,,,,,99,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PFLOURFBA-CA,3444,Farm Boy Enriched Durum Wheat Semolina 10x1Kg (Bag),- None -,63,Agugiaro & Figna_PL Farm Boy,- None -,- None -,- None -,,,,,,,,99,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
PRM203-DR-CA,4021,La Molisana Tagliatelle Egg #203 12x250g,779921002034,60,L.M._Pasta Egg,- None -,- None -,- None -,,,,,,1549,,3007,- None -,1000,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
PRM204-DR-CA,4019,La Molisana Fettuccine Egg #204 12x250g,779921002041,60,L.M._Pasta Egg,- None -,- None -,- None -,66,,,,,500,,500,- None -,500,3/12/2026,1,.03,0,- None -,- None -,0,0,0,0,0
PRM204-DR-IT,7309,La Molisana Fettuccine Egg #204 12x250g,- None -,60,L.M._Pasta Egg,- None -,- None -,- None -,,,,,,240,,240,- None -,240,3/9/2026,-2,-.07,0,- None -,- None -,0,0,0,0,0
